"路径","所属模块","文件类型","审阅状态","审阅日期","审计检查点","主要入口或调用者","风险等级","结论","是否需要二次复核"
"02_platform_pingtai/database/supabase/migrations/20260828093000_finance_accounting_integrity.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-489 财务会计完整性","FinancePort、SettlementJob、Benefit/Voucher/Referral、ledger/period/subledger","高","GX-0012 扩展；F-0244/P2：专用沙箱福利事件缺少会计规则","是（资金、历史账、RLS、期间关闭与恢复独立复核）"
"02_platform_pingtai/database/supabase/migrations/20260828094000_finance_invoice_issue_integrity.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-14","AU-078 发票完整性迁移与集成测试","migration ledger → invoice API/job controlled functions","高","发票 snapshot/claim/artifact/finalize/权限边界；F-0158 worker未接入","是"
"02_platform_pingtai/database/supabase/migrations/20260828095000_payment_provider_time_evidence.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-490 支付提供方时间证据","PaymentGateway、PaymentJobs、PaymentSettlement、paymentquery/paymentrefund","高","G0：支付/退款 provider effect 时间与不可变证据契约；归 GX-0021","是（支付网关、DB ledger与金融恢复独立复核）"
"02_platform_pingtai/database/supabase/migrations/20260828100000_finance_reconciliation_repair_workflow.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-14","AU-071 对账修复数据库权威过程与集成测试","migration ledger → finance repair functions/RLS/operations","高","受控修复事实、preview/submit/decide/reverse、proof/RLS/注册；未见新问题","否"
"02_platform_pingtai/database/supabase/migrations/20260828170000_zhudatuan_registration_baseline.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-590 筑大团注册基线迁移","Supabase migration ledger；BootstrapOwner/BootstrapStagingOwner/Migrate；IdentityNotification JobRunner；后续 session/replay migrations","高","G0：独立注册数据库身份、组织、商城会员权限、专用 DB role/RLS、通知 job、审计链及一次性 owner bootstrap 的前向数据保留基线；单参数 resolve_session 已由后续正式迁移替代，不能删除历史 migration","否"
"02_platform_pingtai/database/supabase/migrations/20260828173000_zhudatuan_web_business_access.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-591 筑大团 Web Business 数据访问边界","Supabase migration ledger；WebBusinessApiRuntime/WebBusinessScopeResolver/WebBenefitOperations；Aliyun registration init；sandbox bootstrap","高","G0：Web API 专用 DB role、session-bound member/mall RLS、benefit balance 最小读取与 sandbox catalog bootstrap 数据边界；运行时兼容性 warning-continue 风险见 F-0249","否"
"02_platform_pingtai/database/supabase/migrations/20260828180000_zhudatuan_purchase_access.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-592 筑大团 Purchase API 数据访问边界","Supabase migration ledger；PurchaseApiRuntime/PurchaseBenefitGateway；Aliyun registration init；sandbox bootstrap","高","G0：Purchase 专用 DB role、AAL2 session/权益 reserve-consume、报价库存订单支付履约 RLS、精确 column grant、outbox/job 与 sandbox bootstrap 的历史权限边界","否"
"02_platform_pingtai/database/supabase/migrations/20260828183000_zhudatuan_runtime_readiness_repair.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-593 筑大团注册运行时就绪修复","Supabase migration ledger；IdentityRegistrationApiRuntime；IdentityNotificationJobsRuntime；Purchase deployment check","中","G0：补齐身份 API/job/bootstrap 对 schema ledger 的最小 RLS 可见性，并 fail-closed 调整已知 contract checksum 的历史修复 migration","否"
"02_platform_pingtai/database/supabase/migrations/20260829040000_zhudatuan_registration_bootstrap_runtime_repair.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-594 筑大团注册 Bootstrap 运行时修复","Supabase migration ledger；BootstrapRegistration/BootstrapOwner/Migrate；registration deployment check","中","G0：为 registration bootstrap 预检补足 fixed owner/demo/invitation 的最小 SELECT+RLS，身份/访问写入仍由既有 security-definer 函数负责","否"
"02_platform_pingtai/database/supabase/migrations/20260829054500_zhudatuan_identity_login_acl_repair.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-595 筑大团身份登录 ACL 修复","Supabase migration ledger；CredentialOperations 成功登录清理；Purchase deployment check","中","G0：补齐 identity API 清除 loginattempt 的 DELETE 最小权限；缺失时成功凭据验证会因计数清理失败而 fail-closed","否"
"02_platform_pingtai/database/supabase/migrations/20260829060000_zhudatuan_operator_invitation_registration.sql","数据/supabase","数据库迁移","已结构性审阅","2026-09-14","CP-00 建档；CP-00A 证据语义；AU-007；CP-07 契约定义与生成器","迁移执行器/历史ledger；AU-007 详见 records/AU-007-contract-definitions-contractgen/files.csv 与 communications.csv","P1候选","[UNKNOWN] 已纳入基线，等待对应模块首审；AU-007：[STRUCTURAL] 只用于本AU反向调用/历史证据，不代表外部模块全面深审；关联F-0036","是（RV-0008）"
"02_platform_pingtai/database/supabase/migrations/20260829105000_create_referral_foundation.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-596 推荐佣金基础迁移","Supabase migration ledger；Referral commands/reads/API；Referral worker；Finance SettlementJob","高","G0：推荐绑定、佣金/撤销/追回/提现事实、金融事件不可变性、scope RLS 与最小角色授权的基础迁移","否"
"02_platform_pingtai/database/supabase/migrations/20260829190000_reconcile_runtime_contract_head.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-597 运行时契约 Head 对齐迁移","Supabase migration ledger；Referral API/worker registry；API/Worker runtime compatibility；Migrate preflight","高","G0：Referral operation/event/permission/capability/role/entitlement 与 contract ledger 同步迁移；F-0262：contract checksum 无旧值 guard，可能掩盖未知漂移","否"
"02_platform_pingtai/database/supabase/migrations/20260829200000_owner_identity_reset_foundation.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-598 Owner 身份重置基础迁移","Supabase migration ledger；CredentialOperations；Console member reset；SDK/contract；identity tests","高","G0：target membership 身份重置的 operation/permission/scope/event 基础及五个 root-owner 保护 trigger；自定义 role 风险关联 F-0038","否"
"02_platform_pingtai/database/supabase/migrations/20260829201000_reconcile_current_contract_checksum.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-599 当前运行时契约 Checksum 对齐","Supabase migration ledger；generated contract; all API/Worker runtime compatibility consumers","中","G0：先完整哈希 operation/capability/event 目录再更新 runtime contract marker；为 F-0262 的后续 head 提供 catalog-level fail-closed 收敛","否"
"02_platform_pingtai/database/supabase/migrations/20260829210000_owner_operator_coverage.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-600 Owner Operator 覆盖迁移","Supabase migration ledger；RegistrationMigrationPlan；Owner bootstrap；Access role safeguards","高","G0：platform Owner 对 active 非公开 operation 的精确 permission/entitlement 投影及六个 deferred constraint trigger，防止目录/角色/entitlement coverage 漂移","否"
"02_platform_pingtai/database/supabase/migrations/20260829211000_platform_owner_transfer.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-601 平台 Owner 交接迁移","Supabase migration ledger；AccessOperations/AccessPort；CredentialOperations；MobileWechatOperations；seed/verification/migration plan","高","G0：Owner singleton、transfer/action proof、AAL/session/version 边界、受控 mobile/password 变更、bootstrap/registration protection 与 deferred lifecycle triggers 的唯一数据链","否"
"02_platform_pingtai/database/supabase/migrations/20260829212000_owner_runtime_boundary_hardening.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-602 Owner 运行时边界加固","Supabase migration ledger；Owner transfer；member import；job retention；RegistrationMigrationPlan；seed/verify","高","G0：pending successor 身份快照、活动密码唯一性、Owner invoker guard、job 最小权限及受控 retention/import 函数的历史边界加固","否"
"02_platform_pingtai/database/supabase/migrations/20260829213000_reconcile_contract_identity_checksum.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-603 身份契约 Checksum 对齐","Supabase migration ledger；RegistrationMigrationPlan；all API/Worker runtime compatibility","中","G0：以明确旧 checksum allow-list fail-closed 对齐 identity/Owner contract marker，后续收敛 F-0262 所示旧模式","否"
"02_platform_pingtai/database/supabase/migrations/20260829214000_owner_personal_scope_and_invoice_scope.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-604 Owner 个人 Scope 与发票 Scope","Supabase migration ledger；Finance invoice operations；QuoteReader；OperationController；RegistrationMigrationPlan","中","G0：派生 Owner personal member scope、重分 invoice member/operator resource scope 的受控历史 resolver rewrite；后续 restore migration 保留其演进链","否"
"02_platform_pingtai/database/supabase/migrations/20260829215000_restore_invoice_request_operator_boundary.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-605 发票申请 Operator 边界恢复","Supabase migration ledger；Finance invoice request/read；OperationController；RegistrationMigrationPlan","中","G0：修复 invoice.requests.create 被错误列为 member audience 的历史 scope 迁移，恢复 operator/组织 boundary 并 fail-closed 校验 predecessor checksum","否"
"02_platform_pingtai/database/supabase/migrations/20260829216000_owner_capability_exactness.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-606 Owner 能力精确性","Supabase migration ledger；AU-600 deferred coverage triggers；Platform Owner runtime resolver；AU-607 predecessor","高","G0：Platform Owner 非公开 operation 的 exact permission/entitlement projection；public-only canonical entitlement 受控回收与延迟约束校验","否"
"02_platform_pingtai/database/supabase/migrations/20260829217000_scope_hint_resource_precedence.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-607 Scope Hint 与资源优先级","Supabase migration ledger；PgScopeResolver/AccessPipeline；session-bound resolver；registration ACL reconciliation；后续 scope migrations","高","G0：已有 role/profile 资源 owner scope 优先、创建期 canonical hint 与四参受控 ACL 的授权解析边界","否"
"02_platform_pingtai/database/supabase/migrations/20260830100000_finance_configurable_policy_workflow.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-608 财务可配置政策工作流","Supabase migration ledger；FinancePolicyWorkflow；OperationController；AccessPipeline/action proof；finance policy tables","高","G0：finance policy preview、append-only revision、action-bound proof、双人审批和受控 active pointer；F-0263：migration 缺少 head/boundary guard","否"
"02_platform_pingtai/database/supabase/migrations/20260830101000_console_support_boundary.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-609 Console Support 数据库边界","Supabase migration ledger；ConsoleSupportHealth；support/risk/audit RLS；Console runtime role","高","G0：Console 独立 runtime/login role、support/risk/audit 最小 ACL/RLS 与 Owner support capability；迁移 guard 模式关联 F-0263","否"
"02_platform_pingtai/database/supabase/migrations/20260830102000_grant_runtime_digest.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-610 运行时 Digest 授权","Supabase migration ledger；shopapp/shopjob；provider-effect/canonical hash constraints","中","G0：仅向 API/Job 授予 public.digest(text,text) 的最小 usage/execute 边界；迁移 guard 模式关联 F-0263","否"
"02_platform_pingtai/database/supabase/migrations/20260830103000_identity_runtime_contract_visibility.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-611 Identity 运行时契约可见性","Supabase migration ledger；Identity registration API/job compatibility；RegistrationMigrationRunner","高","G0：identity runtime contract checksum 的受控更新与 RLS allowed-version visibility；前序/future head fail-closed","否"
"02_platform_pingtai/database/supabase/migrations/20260830104000_business_runtime_role_matrix.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-612 Business Runtime 角色矩阵","Supabase migration ledger；WebBusiness/Purchase runtime compatibility；business session projections","高","G0：Web/Purchase identity/access/member direct privilege 回收及 session/actor-bound 窄函数投影","否"
"02_platform_pingtai/database/supabase/migrations/20260830105000_business_runtime_schema_visibility.sql","数据/supabase","数据库迁移","已结构性审阅","2026-09-15","AU-613 Business Runtime Schema 可见性","AU-612 role matrix；WebBusiness/Purchase runtime compatibility","中","G0：仅恢复 member schema object visibility，profile 表权限仍显式拒绝；AU-612 边界链的受控补全","否"
"02_platform_pingtai/database/supabase/migrations/20260831100000_identity_finance_read_boundary.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-614 Identity Finance 读取边界","Supabase migration ledger；IdentityRegistrationApi；IdentityOperatorFinanceModule；finance scope RLS","高","G0：identity operator API 的 12 张 finance relation read-only + scope RLS boundary，所有写 privilege 明确回收","否"
"02_platform_pingtai/database/supabase/migrations/20260831110000_identity_distribution_channel_voucher_read_boundary.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-615 Identity 分销/渠道/券读取边界","Supabase migration ledger；IdentityRegistrationApi；Referral/Channel/Voucher operator read modules","高","G0：identity API 的跨模块只读 relation projection；F-0264：24 个 RLS policy 使用 true，缺少数据库 scope 行边界","是（F-0264）"
"02_platform_pingtai/database/supabase/migrations/20260831120000_identity_reporting_read_boundary.sql","数据/supabase","数据库迁移","已结构性审阅","2026-09-15","AU-616 Identity Reporting 读取边界","Supabase migration ledger；IdentityOperatorReportingModule；reporting fact/metric queries","中","G0：fact scope RLS 与全局 metric 定义只读投影；metric 无 scope 事实，不属 F-0264","否"
"02_platform_pingtai/database/supabase/migrations/20260831130000_identity_console_tail_read_boundary.sql","数据/supabase","数据库迁移","已结构性审阅","2026-09-15","AU-617 Identity Console Tail 读取边界","Supabase migration ledger；IdentityRegistrationApi；Experience/Notification/Qualification operator reads","高","G0：identity API Console-tail read projection；16 relation permissive RLS 是 F-0264 的同根因增补证据","是（F-0264）"
"02_platform_pingtai/database/supabase/migrations/20260831140000_identity_registration_profile_acl_repair.sql","数据/supabase","数据库迁移","已结构性审阅","2026-09-15","AU-618 Identity Registration Profile ACL 修复","Supabase migration ledger；IdentityRegistrationApi；IdentityOperatorMemberModule；member.profile RLS","高","G0：受 predecessor/current ACL state 约束地恢复 profile INSERT/UPDATE，保留 DELETE 等高风险权限拒绝","否"
"02_platform_pingtai/database/supabase/migrations/20260831150000_identity_experience_application_commands.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-14","AU-054 Experience 发布链","IdentityOperatorExperienceModule","未发现独立高风险","[FACT][E-AU-054-005] Identity 写入 ACL/RLS 与 selected operation 前置条件已审","否（若后续升级P1/G3/GX再复核）"
"02_platform_pingtai/database/supabase/migrations/20260901060000_zhudatuan_brand_display_names.sql","数据/supabase","数据库迁移","已结构性审阅","2026-09-15","AU-619 主打团历史演示名称","Supabase migration ledger；organization/experience/catalog historical demo records","低","G0：固定历史演示组织/商城/application/pool 的显示名称及受控版本更新；不改变 ID、scope 或关联","否"
"02_platform_pingtai/database/supabase/migrations/20260901070000_identity_notification_challenge_jobs.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-620 Identity Notification Challenge Job 修复","Supabase migration ledger；RegistrationOperations；JobRunner；Identity notification processor；challenge RLS","高","G0：将精确 legacy identity challenge job 重分类至 identitynotification，恢复专用 claim/processor/RLS 运行链","否"
"02_platform_pingtai/database/supabase/migrations/20260901100000_access_identity_scope_assignments.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-621 Access Identity Scope Assignment","Supabase migration ledger；access.resolve_membership；membershiprole/scopegrant/organization closure","高","G0：membership-role assigned scope 回填及三重 scope intersection resolver，保留 Owner/self/successor 特殊安全边界","否"
"02_platform_pingtai/database/supabase/migrations/20260901210000_restore_platform_owner_personal_scope_projection.sql","数据/supabase","数据库迁移","已结构性审阅","2026-09-15","AU-622 恢复 Platform Owner Personal Scope Projection","Supabase migration ledger；access.resolve_membership；AU-604/AU-621 owner/scope chain","高","G0：在 scope-aware resolver replacement 后恢复 active Owner virtual personal grant，并保留 assignment scope containment","否"
"02_platform_pingtai/database/supabase/migrations/20260901220000_add_payment_mall_identity.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-623 Payment Mall Identity","Supabase migration ledger；payment intent/refund/recovery chain；PaymentWebhook；PaymentDeadletter；payment SQL/tests","高","G0：15 个 payment relation 的 mall identity 回填、orphan/conflict fail-closed、复合 FK/unique 和 mall-scoped webhook/recovery routing","否"
"02_platform_pingtai/database/supabase/migrations/20260901221000_add_fulfillment_mall_identity.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","CP-AU-624 逐段迁移、生产写入/worker、SQL 契约及种子调用链","迁移执行器；FulfillmentPort；FulfillmentJobs；InternalMallDataset","P2","[G0][FACT] fulfillment mall/member/provider identity backfill、复合约束、job scope 和 resource scope 边界；F-0265：正式种子仍使用迁移前列集合","是（F-0265）"
"02_platform_pingtai/database/supabase/migrations/20260901222000_add_inventory_mall_identity.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","CP-AU-625 逐段迁移、库存写入/worker、SQL 契约及种子调用链","迁移执行器；InventoryPort；InventorySyncJob；InternalMallDataset","P2","[G0][FACT] reservation/movement mall identity backfill、复合 FK/unique、inventorysync scope；F-0265 证据扩大：正式种子仍使用迁移前列集合","是（F-0265）"
"02_platform_pingtai/database/supabase/migrations/20260901223000_publish_mall_provisioning.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","CP-AU-626 逐行 capability/permission 发布链、HTTP handler 与专用 runtime contract","迁移执行器；ProvisioningOperations；MallProvisioningApiRuntime","高","[G0][FACT] platform owner mall-provisioning operation、critical permission、capability、entitlement 与 allow 映射的闭合发布链","否"
"02_platform_pingtai/database/supabase/migrations/20260902010000_restore_public_mall_role_contracts.sql","数据/supabase","数据库迁移","已结构性审阅","2026-09-14","AU-058 checkout cross-boundary","Purchase API RLS","中","purchase quote/session/address/tender RLS 相关段已核验；完整迁移留待数据审计","否"
"02_platform_pingtai/database/supabase/migrations/20260902011000_enable_public_mall_external_payment.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","CP-AU-627 predecessor、security-definer context、RLS/ACL、Purchase payment orchestration 与 repository contract","迁移执行器；ExternalPaymentIntentOperations；PurchaseApiRuntime；PublicMallCheckout","高","[G0][FACT] Public Mall WeChat payment 最小 Purchase DB authority、mall/session/app-hash 约束、恢复队列与 RLS state transition","否"
"02_platform_pingtai/database/supabase/migrations/20260902012000_zhudatuan_mall_provisioning_access.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","CP-AU-628 role/ACL/RLS、dedicated runtime/entrypoint、migration sort/definition chain","MigrationRunner；MallProvisioningApiRuntime；MallProvisioningApiMain","高","[G0][FACT] 专用 provisioning role 最小权能；[P2] F-0266：按排序执行时 grant 引用 20260903103000 才首次定义的两个函数","是（F-0266）"
"02_platform_pingtai/database/supabase/migrations/20260902132000_canonical_governance_context.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","CP-AU-629 governance resolver、owner/invitation wrappers、owner mobile rewrite、后续 consumers","迁移执行器；access.resolve_governance；owner/mobile/invitation consumers","高","[G0][FACT] canonical semantic/storage scope 与 exact owner resolver；空库执行受 F-0266 predecessor 阻塞，未重复定级","否"
"02_platform_pingtai/database/supabase/migrations/20260902133000_repair_console_support_scope_contract.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","CP-AU-630 predecessor/role/function guard、ConsoleSupportRuntime contract","迁移执行器；ConsoleSupportRuntime；AccessPipeline","高","[G0][FACT] 单一 shopconsole scope resolver execute repair，保持 public deny；空库执行受 F-0266 前置阻塞","否"
"02_platform_pingtai/database/supabase/migrations/20260902134000_senior_administrator_role.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","CP-AU-631 tenant role/mapping、governance resolver、permission catalog/tests、AU-632 alignment","迁移执行器；access.resolve_governance；AccessReadOperations；GovernanceResolver","高","[G0][FACT] tenant-scoped senior administrator 独立于 exact owner，operator permission projection 排除 owner-only codes；空库执行受 F-0266 前置阻塞","否"
"02_platform_pingtai/database/supabase/migrations/20260902135000_owner_identity_runtime_boundary.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","CP-AU-632 owner function rewrite/ACL、AccessPort/AccessOperations、Identity/Web runtime module sets","迁移执行器；AccessOperations；IdentityRegistrationApi；WebBusinessApi","高","[G0][FACT] owner identity function caller 收敛至 identity API；[P2] F-0267：权限迁移后没有对应已注册写入口","是（F-0267）"
"02_platform_pingtai/database/supabase/migrations/20260902136000_administrator_invitation_runtime_alignment.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-633；管理员邀请运行时对齐；权限、RLS、注册写入边界","IdentityRegistrationApi → identity.invitations.create/revoke → member.invite / access governance；迁移执行器/历史ledger","P3/F-0268","[G0][FACT][E-AU-633-001..004] 已深入审阅；operator pending/senior invitation 的 runtime 与 DB boundary 已追踪；SQL senior-policy contract 缺口见 F-0268","否"
"02_platform_pingtai/database/supabase/migrations/20260902137000_separate_login_account_from_mobile.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-634；登录账号与手机号拆分；Owner mobile function/data repair","IdentityRegistrationApi → identity.mobile.manage → access.change_zhudatuan_owner_mobile；迁移执行器/历史ledger","低","[G0][FACT][E-AU-634-001..004] 已深入审阅；bootstrap audit evidence 条件恢复与 function rewrite 已追踪","否"
"02_platform_pingtai/database/supabase/migrations/20260902138000_fix_administrator_registration_role_boundary.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-635；管理员注册 role boundary delta；AU-633 同构复核","Identity registration write trigger → access.membershiprole；迁移执行器/历史ledger","低","[G0][FACT][E-AU-635-001..003] 已按同构文件差异深入审阅；仅收紧 storefront/operator role projection","否"
"02_platform_pingtai/database/supabase/migrations/20260902139000_add_member_invitation_records_read.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-636；成员邀请记录读取；runtime/capability/contract链","Console → SDK → member.invitations.read → MemberReadOperations → member.invite；迁移执行器/runtime.schemaversion","P3/F-0269","[G0][FACT][E-AU-636-001..002] 已深入审阅；注册与读取链闭合；contract checksum 条件更新静默失配见 F-0269","否"
"02_platform_pingtai/database/supabase/migrations/20260902140000_align_senior_administrator_business_permissions.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-637；高级管理员业务 permission 对齐；重复清单语义核验","迁移执行器 → access.rolepermission；Senior Administrator operator capability boundary","低","[G0][FACT][E-AU-637-001..003] 已深入审阅；重复 approved list 已按单一语义核验；Owner-only 排除未泄漏","否"
"02_platform_pingtai/database/supabase/migrations/20260903100000_separate_operator_business_scope.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-638；Operator/Storefront business resource scope 分离","API authorization context → access.resource_scope → organization/resource owner scope；迁移执行器/runtime readiness","中","[G0][FACT][E-AU-638-001..003] 已深入审阅；client-conditional personal/organizational scope boundary已追踪","否"
"02_platform_pingtai/database/supabase/migrations/20260903101000_allow_platform_owner_invitation_history.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-639；platform Owner invitation history predicate delta；AU-633 同构复核","Console/IdentityRegistrationApi → member.invitations.read/create/revoke → member.invite RLS/predicate","中","[G0][FACT][E-AU-639-001..003] 已按同构文件差异深入审阅；仅 exact Owner platform subtree history/read access扩大","否"
"02_platform_pingtai/database/supabase/migrations/20260903102000_invitation_record_target_and_creator_scope.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-640；invitation target/creator record data and RLS scope","Identity registration consume → member.invite accepted target; member.invitations.read → RLS; governance tree migration","中","[G0][FACT][E-AU-640-001..003] 已深入审阅；profile HMAC join 与 invitation consume 数据链已核对","否"
"02_platform_pingtai/database/supabase/migrations/20260903103000_provision_l1_mall_owner.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-641；L1 Mall owner provisioning schema/functions/runtime contract","provisioning.malls.create/read → CreateMall/MallOwnerProvisioningPort → access provisioning functions → MallProvisioningApi readiness","P2/F-0266","[G0][FACT][E-AU-641-001..003] 已深入审阅；function首次定义与已登记的历史 grant-order blocker F-0266 已复核","是（F-0266）"
"02_platform_pingtai/database/supabase/migrations/20260903104000_enable_provisioned_mall_registration.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-642；provisioned Mall storefront registration/role boundary","Mall provisioning → mallowner/role clone; storefront invitation/registration → membership/role/scope RLS; runtime readiness","P2/F-0266","[G0][FACT][E-AU-642-001..003] 已深入审阅；Mall-generalization delta已核验；先前 migration order blocker F-0266 仍适用","是（F-0266）"
"02_platform_pingtai/database/supabase/migrations/20260903105000_initialize_storefront_qualification.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-643；storefront qualification initialization; multi-Mall data ownership","Identity registration → access.membership trigger → qualification.profile; qualification preview/checkout quote consumers","P2/F-0270","[G0][FACT][E-AU-643-001] 已深入审阅；multi-Mall member profile primary-key/scope conflict见 F-0270","是（F-0270）"
"02_platform_pingtai/database/supabase/migrations/20260903106000_governance_invitation_tree_visibility.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-644；invitation-derived governance parent tree and RLS visibility","Operator invitation consume → accepted_membership_id → access.membership governance parent; invitation read RLS","中","[G0][FACT][E-AU-644-001..003] 已深入审阅；parent chain/write/read boundary已追踪","否"
"02_platform_pingtai/database/supabase/migrations/20260903107000_merge_storefront_and_governance_invitation_visibility.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-645；provisioned storefront + governance invitation RLS merge","IdentityRegistrationApi → member.invite select policy; storefront invitation/registration and governance history","中","[G0][FACT][E-AU-645-001..003] 已按同构 policy delta 深入审阅；两条先前语义已合并且有 postcondition","否"
"02_platform_pingtai/database/supabase/migrations/20260903108000_allow_existing_consumer_identity_registration.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-646；existing consumer identity registration trigger delta","Existing account storefront registration → access registration trigger → invitation/challenge proof","中","[G0][FACT][E-AU-646-001..003] 已按 function rewrite delta深入审阅；F-0270 downstream multi-Mall data impact已关联","否"
"02_platform_pingtai/database/supabase/migrations/20260903110000_zhudatuan_payment_webhook_access.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-647；dedicated payment webhook DB role/RLS/runtime boundary","Wechat webhook → PaymentWebhook → scoped DB context/payment rows → provider envelope/job/audit; runtime Ready/deployment provisioner","高（边界已审）","[G0][FACT][E-AU-647-001..003] 已深入审阅；最小权限、handler integrity、runtime/provisioning path闭合","否"
"02_platform_pingtai/database/supabase/migrations/20260903111000_publish_canonical_guest_catalog.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-14","AU-092 WebBusiness public catalog 数据库投影","PublicCatalogHttpHandler → zhudatuanwebapi → catalog.public_storefront_catalog","P2/F-0162","[FACT][E-AU-092-001/002] active release/listing/price/stock 投影与 execute role 已审；HTTP/PG integer cursor 上限不一致见 F-0162","否（若后续升级P1/G3/GX再复核）"
"02_platform_pingtai/database/supabase/migrations/20260903112000_enable_l6_storefront_self_registration.sql","数据/supabase","数据库迁移","已深入审阅","2026-09-15","AU-648；L6 public storefront self-registration and public resolver","Auth-web/IdentityRegistration API → storefront resolver → registration_mall context → registration trigger/membership role scope","P2/F-0270","[G0][FACT][E-AU-648-001..003] 已深入审阅；self-registration supports multi-Mall membership, F-0270 confirmed","是（F-0270）"
"02_platform_pingtai/database/supabase/tests/admin_order_query_export_authorization_contract.sql","数据/governance identity","数据库合同测试","已深入审阅","2026-09-15","AU-728 governance identity contract supplement","admin order/export authorization contract runner（未定位）","高","G0：order/after-sale read、scope、export permission、step-up 与旧 primitive 不可执行断言；rollback","否"
"02_platform_pingtai/database/supabase/tests/after_sale_refund_approval_contract.sql","数据/payment refund","数据库合同测试","已深入审阅","2026-09-15","AU-727 payment refund contract tests","after-sale approval contract runner（未定位）","高","G0：step-up/MFA、审查状态机、同人分离、幂等与函数 ACL 断言；rollback","否"
"02_platform_pingtai/database/supabase/tests/authorization_evidence_divergence_contract.sql","数据/governance identity","数据库合同测试","已深入审阅","2026-09-15","AU-728 governance identity contract supplement","authorization evidence contract runner（未定位）","高","G0：session revoke、credential/authz stale、step-up session rebinding 拒绝；rollback","否"
"02_platform_pingtai/database/supabase/tests/canonical_distributor_scope_contract.sql","数据/distributor","数据库合同测试","已深入审阅","2026-09-15","AU-729 distributor scope contract tests","canonical distributor scope contract runner（未定位）","高","G0：canonical ID、scope transfer 双端 authz invalidation、tenant effective window 和任意 scope 拒绝；rollback","否"
