编号,定义位置,Operation,owner,method,path,audience,permission,availability,execution,idempotency,expectedVersion,writePath,requestFields,responseFields,requirements,controller,handler,sdk,审阅结论
OP-AU-007-260,01_core_hexin/packages/contract/definitions/operations.yml:3661,referral.links.read,referral,GET,/api/v1/referral/links,member,referral.self.read,runtime,sync,none,none,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-261,01_core_hexin/packages/contract/definitions/operations.yml:3674,referral.withdrawals.read,referral,GET,/api/v1/referral/withdrawals,member,referral.self.read,runtime,sync,none,none,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-262,01_core_hexin/packages/contract/definitions/operations.yml:3687,referral.withdrawals.create,referral,POST,/api/v1/referral/withdrawals,member,referral.withdrawals.create,runtime,sync,required,optional,none,未声明,未声明,MVP04,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/referral.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-263,01_core_hexin/packages/contract/definitions/operations.yml:3700,finance.reconciliationrepairs.read,finance,GET,/api/v1/finance/reconciliation-repairs/{repairid},operator,finance.reconciliation.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-264,01_core_hexin/packages/contract/definitions/operations.yml:3714,finance.reconciliationrepairs.preview,finance,POST,/api/v1/finance/reconciliations/{reconciliationid}/items/{itemid}/repairs/preview,operator,finance.reconciliation.manage,runtime,sync,required,required,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-265,01_core_hexin/packages/contract/definitions/operations.yml:3729,finance.reconciliationrepairs.submit,finance,POST,/api/v1/finance/reconciliation-repairs/{repairid}/submit,operator,finance.reconciliation.manage,runtime,sync,required,required,transactional,0,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-266,01_core_hexin/packages/contract/definitions/operations.yml:3746,finance.reconciliationrepairs.decide,finance,POST,/api/v1/finance/reconciliation-repairs/{repairid}/decide,operator,finance.reconciliation.manage,runtime,sync,required,required,transactional,0,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-267,01_core_hexin/packages/contract/definitions/operations.yml:3763,finance.reconciliationrepairs.reverse,finance,POST,/api/v1/finance/reconciliation-repairs/{repairid}/reverse,operator,finance.reconciliation.manage,runtime,sync,required,required,transactional,0,0,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0038
OP-AU-007-268,01_core_hexin/packages/contract/definitions/operations.yml:3780,finance.policies.preview,finance,POST,/api/v1/finance/policies/{policyid}/preview,operator,finance.policy.manage,runtime,sync,required,required,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；关联F-0040
OP-AU-007-269,01_core_hexin/packages/contract/definitions/operations.yml:3795,finance.policies.read,finance,GET,/api/v1/finance/policies,operator,finance.policy.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-270,01_core_hexin/packages/contract/definitions/operations.yml:3809,finance.audit.read,finance,GET,/api/v1/finance/audits,operator,audit.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/finance.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-271,01_core_hexin/packages/contract/definitions/operations.yml:3823,invoice.operatorprofiles.read,finance,GET,/api/v1/invoices/operator-profiles,operator,invoice.profile.read,runtime,sync,none,none,none,未声明,未声明,MVP10|MVP19,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/invoice.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-272,01_core_hexin/packages/contract/definitions/operations.yml:3837,partner.customers.create,partner,POST,/api/v1/partners/customers,operator,partner.manage,frozen,sync,required,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/partner.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-273,01_core_hexin/packages/contract/definitions/operations.yml:3856,partner.customers.update,partner,PATCH,/api/v1/partners/customers/{customerid},operator,partner.manage,frozen,sync,required,required,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/partner.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-274,01_core_hexin/packages/contract/definitions/operations.yml:3875,partner.customers.enable,partner,POST,/api/v1/partners/customers/{customerid}/enable,operator,partner.manage,frozen,sync,required,required,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/partner.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-275,01_core_hexin/packages/contract/definitions/operations.yml:3894,partner.customers.disable,partner,POST,/api/v1/partners/customers/{customerid}/disable,operator,partner.manage,frozen,sync,required,required,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/partner.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-276,01_core_hexin/packages/contract/definitions/operations.yml:3913,partner.customers.get,partner,GET,/api/v1/partners/customers/{customerid},operator,partner.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/partner.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-277,01_core_hexin/packages/contract/definitions/operations.yml:3932,partner.customers.list,partner,GET,/api/v1/partners/customers,operator,partner.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/partner.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-278,01_core_hexin/packages/contract/definitions/operations.yml:3951,partner.customeroptions.list,partner,GET,/api/v1/partners/customer-options,operator,partner.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/partner.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-279,01_core_hexin/packages/contract/definitions/operations.yml:3970,voucher.products.create,voucher,POST,/api/v1/vouchers/products,operator,voucher.program.manage,frozen,sync,required,none,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-280,01_core_hexin/packages/contract/definitions/operations.yml:3989,voucher.products.revise,voucher,POST,/api/v1/vouchers/products/{productid}/versions,operator,voucher.program.manage,frozen,sync,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-281,01_core_hexin/packages/contract/definitions/operations.yml:4008,voucher.products.enable,voucher,POST,/api/v1/vouchers/products/{productid}/enable,operator,voucher.program.manage,frozen,sync,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-282,01_core_hexin/packages/contract/definitions/operations.yml:4027,voucher.products.disable,voucher,POST,/api/v1/vouchers/products/{productid}/disable,operator,voucher.program.manage,frozen,sync,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-283,01_core_hexin/packages/contract/definitions/operations.yml:4046,voucher.products.get,voucher,GET,/api/v1/vouchers/products/{productid},operator,voucher.program.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-284,01_core_hexin/packages/contract/definitions/operations.yml:4065,voucher.products.list,voucher,GET,/api/v1/vouchers/products,operator,voucher.program.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-285,01_core_hexin/packages/contract/definitions/operations.yml:4084,voucher.productoptions.list,voucher,GET,/api/v1/vouchers/product-options,operator,voucher.program.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-286,01_core_hexin/packages/contract/definitions/operations.yml:4103,voucher.credentialpools.create,voucher,POST,/api/v1/vouchers/credential-pools,operator,voucher.cardlibrary.manage,frozen,sync,required,none,transactional,未声明,未声明,MVP03|MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-287,01_core_hexin/packages/contract/definitions/operations.yml:4123,voucher.credentials.generate,voucher,POST,/api/v1/vouchers/credential-pools/{poolid}/generate,operator,voucher.cardlibrary.manage,frozen,async,required,required,transactional,未声明,未声明,MVP03|MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-288,01_core_hexin/packages/contract/definitions/operations.yml:4143,voucher.credentials.import,voucher,POST,/api/v1/vouchers/credential-pools/{poolid}/imports,operator,voucher.cardlibrary.manage,frozen,async,required,required,transactional,未声明,未声明,MVP03|MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-289,01_core_hexin/packages/contract/definitions/operations.yml:4163,voucher.credentialpools.close,voucher,POST,/api/v1/vouchers/credential-pools/{poolid}/close,operator,voucher.cardlibrary.manage,frozen,sync,required,required,transactional,未声明,未声明,MVP03|MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-290,01_core_hexin/packages/contract/definitions/operations.yml:4183,voucher.credentialpools.get,voucher,GET,/api/v1/vouchers/credential-pools/{poolid},operator,voucher.cardlibrary.read,frozen,sync,none,none,none,未声明,未声明,MVP03|MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-291,01_core_hexin/packages/contract/definitions/operations.yml:4203,voucher.credentialpools.list,voucher,GET,/api/v1/vouchers/credential-pools,operator,voucher.cardlibrary.read,frozen,sync,none,none,none,未声明,未声明,MVP03|MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-292,01_core_hexin/packages/contract/definitions/operations.yml:4223,voucher.credentials.list,voucher,GET,/api/v1/vouchers/credentials,operator,voucher.cardlibrary.read,frozen,sync,none,none,none,未声明,未声明,MVP03|MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-293,01_core_hexin/packages/contract/definitions/operations.yml:4243,voucher.credentials.get,voucher,GET,/api/v1/vouchers/credentials/{credentialid},operator,voucher.cardlibrary.read,frozen,sync,none,none,none,未声明,未声明,MVP03|MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-294,01_core_hexin/packages/contract/definitions/operations.yml:4263,voucher.credentialexports.create,voucher,POST,/api/v1/vouchers/credential-exports,operator,reporting.export.manage,frozen,async,required,none,transactional,未声明,未声明,MVP03|MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-295,01_core_hexin/packages/contract/definitions/operations.yml:4283,voucher.jobs.get,voucher,GET,/api/v1/vouchers/jobs/{jobid},operator,voucher.batch.read,frozen,sync,none,none,none,未声明,未声明,MVP03|MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-296,01_core_hexin/packages/contract/definitions/operations.yml:4303,voucher.stockrequests.create,voucher,POST,/api/v1/vouchers/stock-requests,operator,voucher.reserve.request,frozen,sync,required,none,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-297,01_core_hexin/packages/contract/definitions/operations.yml:4322,voucher.stockrequests.update,voucher,PATCH,/api/v1/vouchers/stock-requests/{requestid},operator,voucher.reserve.request,frozen,sync,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-298,01_core_hexin/packages/contract/definitions/operations.yml:4341,voucher.stockrequests.submit,voucher,POST,/api/v1/vouchers/stock-requests/{requestid}/submit,operator,voucher.reserve.request,frozen,sync,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-299,01_core_hexin/packages/contract/definitions/operations.yml:4360,voucher.stockrequests.cancel,voucher,POST,/api/v1/vouchers/stock-requests/{requestid}/cancel,operator,voucher.reserve.request,frozen,sync,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-300,01_core_hexin/packages/contract/definitions/operations.yml:4379,voucher.stockrequests.get,voucher,GET,/api/v1/vouchers/stock-requests/{requestid},operator,voucher.reserve.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-301,01_core_hexin/packages/contract/definitions/operations.yml:4398,voucher.stockrequests.list,voucher,GET,/api/v1/vouchers/stock-requests,operator,voucher.reserve.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-302,01_core_hexin/packages/contract/definitions/operations.yml:4417,voucher.stockrequestoptions.list,voucher,GET,/api/v1/vouchers/stock-request-options,operator,voucher.reserve.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-303,01_core_hexin/packages/contract/definitions/operations.yml:4436,approval.templates.create,approval,POST,/api/v1/approvals/templates,operator,approval.template.manage,frozen,sync,required,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/approval.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-304,01_core_hexin/packages/contract/definitions/operations.yml:4455,approval.templates.revise,approval,POST,/api/v1/approvals/templates/{templateid}/versions,operator,approval.template.manage,frozen,sync,required,required,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/approval.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-305,01_core_hexin/packages/contract/definitions/operations.yml:4474,approval.templates.enable,approval,POST,/api/v1/approvals/templates/{templateid}/enable,operator,approval.template.manage,frozen,sync,required,required,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/approval.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-306,01_core_hexin/packages/contract/definitions/operations.yml:4493,approval.templates.disable,approval,POST,/api/v1/approvals/templates/{templateid}/disable,operator,approval.template.manage,frozen,sync,required,required,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/approval.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-307,01_core_hexin/packages/contract/definitions/operations.yml:4512,approval.templates.get,approval,GET,/api/v1/approvals/templates/{templateid},operator,approval.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/approval.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-308,01_core_hexin/packages/contract/definitions/operations.yml:4531,approval.templates.list,approval,GET,/api/v1/approvals/templates,operator,approval.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/approval.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-309,01_core_hexin/packages/contract/definitions/operations.yml:4550,approval.tasks.list,approval,GET,/api/v1/approvals/tasks,operator,approval.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/approval.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-310,01_core_hexin/packages/contract/definitions/operations.yml:4569,approval.tasks.approve,approval,POST,/api/v1/approvals/tasks/{taskid}/approve,operator,approval.task.decide,frozen,sync,required,required,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/approval.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-311,01_core_hexin/packages/contract/definitions/operations.yml:4588,approval.tasks.reject,approval,POST,/api/v1/approvals/tasks/{taskid}/reject,operator,approval.task.decide,frozen,sync,required,required,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/approval.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-312,01_core_hexin/packages/contract/definitions/operations.yml:4607,approval.instances.get,approval,GET,/api/v1/approvals/instances/{instanceid},operator,approval.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/approval.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-313,01_core_hexin/packages/contract/definitions/operations.yml:4626,voucher.issueorders.create,voucher,POST,/api/v1/vouchers/issue-orders,operator,voucher.issue,frozen,sync,required,none,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-314,01_core_hexin/packages/contract/definitions/operations.yml:4645,voucher.issueorders.update,voucher,PATCH,/api/v1/vouchers/issue-orders/{orderid},operator,voucher.issue,frozen,sync,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-315,01_core_hexin/packages/contract/definitions/operations.yml:4664,voucher.issueorders.submit,voucher,POST,/api/v1/vouchers/issue-orders/{orderid}/submit,operator,voucher.issue,frozen,async,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-316,01_core_hexin/packages/contract/definitions/operations.yml:4683,voucher.issueorders.cancel,voucher,POST,/api/v1/vouchers/issue-orders/{orderid}/cancel,operator,voucher.issue,frozen,sync,required,required,transactional,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-317,01_core_hexin/packages/contract/definitions/operations.yml:4702,voucher.issueorders.get,voucher,GET,/api/v1/vouchers/issue-orders/{orderid},operator,voucher.batch.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
OP-AU-007-318,01_core_hexin/packages/contract/definitions/operations.yml:4721,voucher.issueorders.list,voucher,GET,/api/v1/vouchers/issue-orders,operator,voucher.batch.read,frozen,sync,none,none,none,未声明,未声明,MVP09|MVP18,01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts,01_core_hexin/services/commerce/src/foundation/application/OperationHandler.ts,01_core_hexin/packages/sdk/src/operations/voucher.ts,[FACT] 已逐记录审阅；未发现该记录独立问题
