"符号编号","文件编号","1 符号名称","2 声明位置","3 直接消费者","4 间接消费者","5 重新导出","6 动态访问","7 仅测试使用","8 公共契约","9 运行时副作用","10 可见范围","11 兼容导出","12 删除或改名影响"
"SYM-AU-007-177","FILE-AU-007-034","ProviderRequirement","01_core_hexin/packages/contract/src/provider/ProviderCatalog.ts:6","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-178","FILE-AU-007-034","PROVIDER_REQUIREMENTS","01_core_hexin/packages/contract/src/provider/ProviderCatalog.ts:14","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-179","FILE-AU-007-034","REQUIRED_PROVIDER_IDS","01_core_hexin/packages/contract/src/provider/ProviderCatalog.ts:16","01_core_hexin/extensions/providers/book/tests/Provider.test.ts|01_core_hexin/extensions/providers/cake/tests/Provider.test.ts|01_core_hexin/extensions/providers/directcharge/tests/Provider.test.ts|01_core_hexin/extensions/providers/flower/tests/Provider.test.ts|…共17文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-180","FILE-AU-007-035","ContractJsonScalar","01_core_hexin/packages/contract/src/schema/index.ts:19","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-181","FILE-AU-007-035","ContractJsonValue","01_core_hexin/packages/contract/src/schema/index.ts:20","01_core_hexin/packages/contract/src/ErrorSchema.ts|01_core_hexin/packages/sdk/src/ApiClient.ts|01_core_hexin/packages/sdk/src/error/index.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-182","FILE-AU-007-035","ContractJsonObject","01_core_hexin/packages/contract/src/schema/index.ts:21","01_core_hexin/apps/console/src/feature/finance/FinancePolicyCommand.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-183","FILE-AU-007-035","Schema","01_core_hexin/packages/contract/src/schema/index.ts:22","01_core_hexin/packages/contract/src/ErrorSchema.ts|05_docs_ziliao/VI_shijue/version-upgrades/ZHU-VI-1.2/preview/sb-manager/globals-runtime.js|05_docs_ziliao/VI_shijue/version-upgrades/ZHU-VI-1.3/preview/sb-manager/globals-runtime.js","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-184","FILE-AU-007-035","SchemaOutput","01_core_hexin/packages/contract/src/schema/index.ts:23","01_core_hexin/packages/contract/src/operations/CommerceSchemas.ts|04_tools/tools/contractgen/src/ClientArtifacts.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-185","FILE-AU-007-035","OperationQueryValue","01_core_hexin/packages/contract/src/schema/index.ts:25","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-186","FILE-AU-007-035","OperationQuery","01_core_hexin/packages/contract/src/schema/index.ts:26","01_core_hexin/packages/sdk/src/ApiClient.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-187","FILE-AU-007-035","StructuralOperationInput","01_core_hexin/packages/contract/src/schema/index.ts:31","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-188","FILE-AU-007-035","ContractJsonValueSchema","01_core_hexin/packages/contract/src/schema/index.ts:36","01_core_hexin/apps/console/src/feature/finance/FinancePolicyCommand.ts|01_core_hexin/packages/contract/src/ErrorSchema.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-189","FILE-AU-007-035","structuralOperationInput","01_core_hexin/packages/contract/src/schema/index.ts:54","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","调用时执行","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-190","FILE-AU-007-035","structuralOperationOutput","01_core_hexin/packages/contract/src/schema/index.ts:67","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","调用时执行","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-191","FILE-AU-007-035","NamedContractObject","01_core_hexin/packages/contract/src/schema/index.ts:72","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-192","FILE-AU-007-035","NamedOperationInput","01_core_hexin/packages/contract/src/schema/index.ts:76","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-193","FILE-AU-007-035","namedOperationInput","01_core_hexin/packages/contract/src/schema/index.ts:81","01_core_hexin/packages/contract/src/operations/CommerceSchemas.ts|04_tools/tools/contractgen/src/ClientArtifacts.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","调用时执行","@shop/contract root/subpath","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-194","FILE-AU-007-035","namedOperationOutput","01_core_hexin/packages/contract/src/schema/index.ts:95","01_core_hexin/packages/contract/src/operations/CommerceSchemas.ts|04_tools/tools/contractgen/src/ClientArtifacts.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","调用时执行","@shop/contract root/subpath","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-195","FILE-AU-007-035","objectValue","01_core_hexin/packages/contract/src/schema/index.ts:157","01_core_hexin/packages/contract/src/ExperienceContract.ts|04_tools/tools/requirementgen/src/Authority.ts|04_tools/tools/requirementgen/src/OrderRequirementProfile.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","调用时执行","@shop/contract root/subpath","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-196","FILE-AU-007-039","OperationDefinition","04_tools/tools/contractgen/src/ClientArtifacts.ts:1","01_core_hexin/packages/contract/src/OperationCatalog.ts|04_tools/tools/contractgen/src/ClientArtifacts.test.ts|04_tools/tools/contractgen/src/ContractGenerator.ts|04_tools/tools/requirementgen/src/RequirementGenerator.ts|…共5文件","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","否（private generator内部导出）","无；类型擦除","contractgen private workspace","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-197","FILE-AU-007-039","PermissionMetadata","04_tools/tools/contractgen/src/ClientArtifacts.ts:51","固定仓库代码引用0","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","否（private generator内部导出）","无；类型擦除","contractgen private workspace","是或未排除","仍须排除package外消费者/兼容后才可删除；零引用非G3证据"
"SYM-AU-007-198","FILE-AU-007-039","buildOpenapi","04_tools/tools/contractgen/src/ClientArtifacts.ts:57","04_tools/tools/contractgen/src/ContractGenerator.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","否（private generator内部导出）","调用时执行","contractgen private workspace","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-199","FILE-AU-007-039","operationSource","04_tools/tools/contractgen/src/ClientArtifacts.ts:136","01_core_hexin/services/commerce/src/modules/inventory/06_tests_ceshi/InventoryPort.test.ts|04_tools/tools/contractgen/src/ContractGenerator.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","否（private generator内部导出）","调用时执行","contractgen private workspace","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-200","FILE-AU-007-039","schemaSource","04_tools/tools/contractgen/src/ClientArtifacts.ts:161","04_tools/tools/contractgen/src/ContractGenerator.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","否（private generator内部导出）","调用时执行","contractgen private workspace","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-201","FILE-AU-007-039","sdkSource","04_tools/tools/contractgen/src/ClientArtifacts.ts:171","04_tools/tools/contractgen/src/ClientArtifacts.test.ts|04_tools/tools/contractgen/src/ContractGenerator.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","否（private generator内部导出）","调用时执行","contractgen private workspace","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-202","FILE-AU-007-039","sdkDomainSources","04_tools/tools/contractgen/src/ClientArtifacts.ts:181","04_tools/tools/contractgen/src/ClientArtifacts.test.ts|04_tools/tools/contractgen/src/ContractGenerator.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","否（private generator内部导出）","调用时执行","contractgen private workspace","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-203","FILE-AU-007-039","stable","04_tools/tools/contractgen/src/ClientArtifacts.ts:285","01_core_hexin/apps/auth-web/src/services/canonicalRegistration.test.ts|01_core_hexin/apps/auth-web/vite.config.ts|01_core_hexin/apps/console/src/feature/application/ApplicationRoute.test.tsx|01_core_hexin/apps/console/src/feature/control/CapabilityChain.tsx|…共84文件","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","否（private generator内部导出）","调用时执行","contractgen private workspace","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-204","FILE-AU-007-040","registerSelectedOperationRoutes","04_tools/tools/contractgen/src/ContractGenerator.ts:414","01_core_hexin/services/commerce/src/bootstrap/DefinedModule.ts|01_core_hexin/services/commerce/src/foundation/interface/OperationController.ts","package/barrel→运行消费者，见communications.csv","无显式barrel或自身即barrel","未发现反射；外部动态包加载UNKNOWN","否","否（private generator内部导出）","调用时执行","contractgen private workspace","未发现","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-205","FILE-AU-007-044","CONTRACT_VERSION","01_core_hexin/packages/contract/src/ContractIdentity.generated.ts:2","01_core_hexin/packages/sdk/src/ApiClient.test.ts|01_core_hexin/packages/sdk/src/RequestContextFactory.ts|01_core_hexin/packages/sdk/src/VoucherTarget.test.ts|01_core_hexin/services/commerce/src/bootstrap/ApiBootstrap.test.ts|…共14文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-206","FILE-AU-007-044","CONTRACT_CHECKSUM","01_core_hexin/packages/contract/src/ContractIdentity.generated.ts:3","04_tools/scripts/audit/runtimegraph.mjs|04_tools/tools/contractgen/src/ContractGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-207","FILE-AU-007-045","ErrorContractSchema","01_core_hexin/packages/contract/src/ErrorContract.generated.ts:2","01_core_hexin/packages/contract/src/ErrorSchema.ts|01_core_hexin/packages/sdk/src/error/index.ts|03_quality_ceshi/tests/browser/ConsolePreviewServer.test.ts|04_tools/tools/contractgen/src/ContractGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-208","FILE-AU-007-045","ErrorContract","01_core_hexin/packages/contract/src/ErrorContract.generated.ts:3","01_core_hexin/packages/contract/src/ErrorSchema.ts|01_core_hexin/packages/contract/src/index.ts|01_core_hexin/packages/testing/src/HttpHarness.ts|03_quality_ceshi/tests/browser/ConsolePreviewServer.test.ts|…共5文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-209","FILE-AU-007-045","ERROR_CODES","01_core_hexin/packages/contract/src/ErrorContract.generated.ts:1446","04_tools/tools/contractgen/src/ContractGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-210","FILE-AU-007-045","ErrorCode","01_core_hexin/packages/contract/src/ErrorContract.generated.ts:1447","04_tools/tools/contractgen/src/ContractGenerator.ts|05_docs_ziliao/VI_shijue/version-upgrades/ZHU-VI-1.2/preview/sb-manager/globals-runtime.js|05_docs_ziliao/VI_shijue/version-upgrades/ZHU-VI-1.2/preview/sb-manager/runtime.js|05_docs_ziliao/VI_shijue/version-upgrades/ZHU-VI-1.3/preview/sb-manager/globals-runtime.js|…共5文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-211","FILE-AU-007-045","errorStatus","01_core_hexin/packages/contract/src/ErrorContract.generated.ts:1449","01_core_hexin/apps/console/src/feature/order/OrderRoute.tsx|01_core_hexin/packages/contract/src/Contract.test.ts|01_core_hexin/packages/contract/src/VoucherTargetContract.test.ts|01_core_hexin/services/commerce/src/foundation/interface/ErrorMapper.ts|…共5文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","调用时执行","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-212","FILE-AU-007-046","REQUIREMENT_WORKBOOK_SHA256","01_core_hexin/packages/contract/src/RequirementCatalog.generated.ts:2","04_tools/tools/requirementgen/src/RequirementGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-213","FILE-AU-007-046","REQUIREMENT_IDS","01_core_hexin/packages/contract/src/RequirementCatalog.generated.ts:3","04_tools/tools/requirementgen/src/RequirementGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-214","FILE-AU-007-046","RequirementId","01_core_hexin/packages/contract/src/RequirementCatalog.generated.ts:4","04_tools/tools/requirementgen/src/RequirementGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-215","FILE-AU-007-046","MVP_REQUIREMENT_IDS","01_core_hexin/packages/contract/src/RequirementCatalog.generated.ts:5","04_tools/tools/requirementgen/src/RequirementGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-216","FILE-AU-007-046","MvpRequirementId","01_core_hexin/packages/contract/src/RequirementCatalog.generated.ts:6","04_tools/tools/requirementgen/src/RequirementGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-217","FILE-AU-007-046","PROVIDER_CATALOG_RECORDS","01_core_hexin/packages/contract/src/RequirementCatalog.generated.ts:7","01_core_hexin/packages/contract/src/provider/ProviderCatalog.ts|04_tools/scripts/check/callgraph/extensions.mjs|04_tools/tools/requirementgen/src/RequirementGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-218","FILE-AU-007-046","PROVIDER_REQUIREMENT_IDS","01_core_hexin/packages/contract/src/RequirementCatalog.generated.ts:8","04_tools/tools/requirementgen/src/RequirementGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-219","FILE-AU-007-046","ProviderRequirementId","01_core_hexin/packages/contract/src/RequirementCatalog.generated.ts:9","04_tools/tools/requirementgen/src/RequirementGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-220","FILE-AU-007-047","SERIALIZED_EVENT_TYPES","01_core_hexin/packages/contract/src/EventSerializer.ts:4","04_tools/tools/contractgen/src/ContractGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-221","FILE-AU-007-047","SerializedEvent","01_core_hexin/packages/contract/src/EventSerializer.ts:74","04_tools/tools/contractgen/src/ContractGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-222","FILE-AU-007-047","serializeEvent","01_core_hexin/packages/contract/src/EventSerializer.ts:81","04_tools/tools/contractgen/src/ContractGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","调用时执行","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-223","FILE-AU-007-048","COMMERCE_EVENTS","01_core_hexin/packages/contract/src/events/CommerceEvents.ts:4","01_core_hexin/services/commerce/src/app/events.ts|01_core_hexin/services/commerce/src/bootstrap/RuntimeCompatibility.test.ts|01_core_hexin/services/commerce/src/bootstrap/RuntimeCompatibility.ts|01_core_hexin/services/commerce/tests/event/Event.test.ts|…共5文件","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-224","FILE-AU-007-049","COMMERCE_OPERATION_DEFINITIONS","01_core_hexin/packages/contract/src/operations/CommerceOperations.ts:23973","01_core_hexin/packages/contract/src/OperationCatalog.ts|04_tools/tools/contractgen/src/ClientArtifacts.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-225","FILE-AU-007-049","COMMERCE_OPERATIONS","01_core_hexin/packages/contract/src/operations/CommerceOperations.ts:23974","01_core_hexin/apps/console/src/route/OwnerConsoleRouteCoverage.test.ts|01_core_hexin/packages/contract/src/OperationCatalog.ts|04_tools/tools/contractgen/src/ClientArtifacts.ts|04_tools/tools/seed/src/Verify.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-226","FILE-AU-007-049","FROZEN_OPERATIONS","01_core_hexin/packages/contract/src/operations/CommerceOperations.ts:23975","01_core_hexin/packages/contract/src/OperationCatalog.ts|04_tools/tools/contractgen/src/ClientArtifacts.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-227","FILE-AU-007-050","OPERATION_SCHEMAS","01_core_hexin/packages/contract/src/operations/CommerceSchemas.ts:628","01_core_hexin/packages/contract/src/Contract.test.ts|04_tools/tools/contractgen/src/ClientArtifacts.test.ts|04_tools/tools/contractgen/src/ClientArtifacts.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","模块加载时创建常量/Schema/目录","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-228","FILE-AU-007-050","OperationInputFor","01_core_hexin/packages/contract/src/operations/CommerceSchemas.ts:632","01_core_hexin/packages/sdk/src/ApiClient.ts|01_core_hexin/packages/sdk/src/OperationDescriptor.ts|04_tools/tools/contractgen/src/ClientArtifacts.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-229","FILE-AU-007-050","OperationOutputFor","01_core_hexin/packages/contract/src/operations/CommerceSchemas.ts:633","01_core_hexin/packages/sdk/src/ApiClient.ts|01_core_hexin/packages/sdk/src/OperationDescriptor.ts|01_core_hexin/packages/sdk/src/VoucherTarget.test.ts|04_tools/tools/contractgen/src/ClientArtifacts.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","无；类型擦除","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
"SYM-AU-007-230","FILE-AU-007-050","operationSchema","01_core_hexin/packages/contract/src/operations/CommerceSchemas.ts:635","04_tools/tools/contractgen/src/ClientArtifacts.ts|04_tools/tools/contractgen/src/ContractGenerator.ts","package/barrel→运行消费者，见communications.csv","src/index.ts","未发现反射；外部动态包加载UNKNOWN","否","是（private workspace包内公共契约）","调用时执行","@shop/contract root/subpath","是或未排除","会使列明消费者编译、生成、路由或运行失败"
